validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude,,,,,,,,,,,,
True,Wilkins Township VFC #,Fire Department,"109 Powell St, East Pittsburgh, PA 15112",http://wilkinstwp303.com,"Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 12:00 PM to 7:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM",every Lenten Friday from 4-7 pm, Good Friday 12-7,,"Wilkins Township VFC #3 Annual Lenten Fish Fry 2019 Menu
Fish Dinner (sandwich, fries, coleslaw) 	$8.75 	
Fish Sandwich 	$7.00 	
Baked Fish Dinner (fish, fries, coleslaw) 	$8.75 	
Baked Fish Only 	$6.50 	
Shrimp Dinner (shrimp, fries, coleslaw) 	$7.50 	
Shrimp Only 	$6.00 	
Crab Cake Dinner (2 crab cakes, fries, coleslaw) 	$6.00 	
Crab Cake Only 	$2.00 	per cake
Fries Only 	$2.00 	
Cheddar Cheese 	$0.50 	
Extra Bun 	$1.00 	
Extra Coleslaw 	$0.75 	
Soup (Tomato Bisque or New England Clam Chowder) 	$3.00 	
Macaroni & Cheese 	$2.50 	
Hush Puppies (5 count) 	$1.50 	
Two on-site volunteers have been certified as Food Protection Managers as required by the Allegheny County Health Department.",,(412)271-4000,,,True,,,,True,,40.41792,-79.839093,,,,,,,,,,,
True,Logans Ferry Heights ,Fire Department,"1001 Summit Ave., New Kensington, PA 15068",http://www.lfhvfd.com/,"Friday Mar 8 from 4:00 PM to 8:00 PM, Friday Mar 15 from 4:00 PM to 8:00 PM, Friday Mar 22 from 4:00 PM to 8:00 PM, Friday Mar 29 from 4:00 PM to 8:00 PM, Friday Apr 5 from 4:00 PM to 8:00 PM, Friday Apr 12 from 4:00 PM to 8:00 PM, Friday Apr 19 from 11:00 AM to 8:00 PM","Cheese, lettuce, and tomato included.  Homemade halushki. Credit cards accepted. Open for lunch on Good Friday.",https://www.facebook.com/160876774727510/photos/a.164842047664316/378677856280733/?type=3&theater,,Social Club,xxx-xxx-xxxx,,,True,,False,,True,,40.546165,-79.749766,,,,,,,,,,,,
True,St. Irenaeus (Oakmont),Church,"387 Maryland Ave, Oakmont, PA 15139",https://opvcatholic.org/,"Friday Mar 8 from 11:00 AM to 1:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 11:00 AM to 1:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 11:00 AM to 1:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 11:00 AM to 1:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 11:00 AM to 1:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 11:00 AM to 1:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM","Takeout offered for lunch; call 412-828-9846. For information, call 412-828-3065. Parking available.",,"Dinner menu: gluten free baked fish; breadcrumb baked fish; beer-battered fried fish; butterfly fried shrimp; tuna salad on croissant; personal pizzas; grilled cheese. Dinners are $10, and include famous fresh salad bar, plus choice of one side. Sides: macaroni and cheese; homemade haluski; baked potato; pierogies; french fries; onion rings; cole slaw; applesauce. Assorted homemade desserts available. ",In Blough Hall,412-828-9846,,False,True,,True,,True,,40.519276,-79.841161,,,,,,,,,,,,
False,"SS Peter and Paul Byzantine, Social Hall",Church,"3415 Wallace St. Erie, PA",,Friday Apr 5 from 4:30 PM to 7:00 PM,"March 3, 17, 31   4:30-7",,"Baked fish and/or pierogi. Adult $10, child 6-12 $5, child under 6 free. Includes choice of baked cod, potato and cheese pierogi or combo. Nut roll bake sale!",,814-825-8140,,,True,,False,,False,268,42.108712,-80.057359,,,,,,,,,,,,
True,Allegheny Elks Lodge #339,Community Organization,"400 Cedar Avenue, Pittsburgh, PA",https://www.facebook.com/alleghenyelks/,"Friday Mar 8 from 6:00 PM to 8:30 PM, Friday Mar 15 from 6:00 PM to 8:30 PM, Friday Mar 22 from 6:00 PM to 8:30 PM, Friday Mar 29 from 6:00 PM to 8:30 PM, Friday Apr 5 from 6:00 PM to 8:30 PM, Friday Apr 12 from 6:00 PM to 8:30 PM, Friday Apr 19 from 6:00 PM to 8:30 PM",,,"* Large (1lb) Fish Sandwich - $13
* Small (1/2lb) Fish Sandwich - $9
* Grilled Fish Sandwich - $13
* Toasted Cheese Sandwich - $6
Each meal of hand-breaded Atlantic cod on a Breadworks roll comes with 2 homemade sides (choose from fries, mac & cheese, stewed tomatoes, and coleslaw).",,412-321-1834,,,True,True,False,,True,,40.451826,-80.000775,,,,,,,,,,,,
True,Lorenz Cafe,Restaurant,"718 Lorenz Avenue, Pittsburgh, Pennsylvania 15220, United States",http://thelorenzcafe.wixsite.com/home,"Wednesday Mar 6 from 11:00 AM to 9:00 PM, Friday Mar 8 from 11:00 AM to 9:00 PM, Friday Mar 15 from 11:00 AM to 9:00 PM, Friday Mar 22 from 11:00 AM to 9:00 PM, Friday Mar 29 from 11:00 AM to 9:00 PM, Friday Apr 5 from 11:00 AM to 9:00 PM, Friday Apr 12 from 11:00 AM to 9:00 PM, Friday Apr 19 from 11:00 AM to 9:00 PM",11 am-9 pm,https://www.facebook.com/TheLorenzCafe/photos/a.378842075646168/849825165214521/?type=3&theater,"New this year:  Our famous Three Cheese Broccoli Soup will be available every week!
There will be no up-charge for our special Lent-only sides!",We are located just up the hill from the West End Circle in the Elliott section of Pittsburgh. ,(412) 921-5959,,,,True,True,,True,,40.444829,-80.039762,,,,,,,,,,,,
True,California Volunteer Fire Department,Fire Department,"1000 Wood Street, California PA 15419",,"Wednesday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM","Ash Wednesday and Fridays during Lent, 11AM-7PM",https://www.facebook.com/calvfd23/photos/a.718790561472923/2303187259699904/?type=3&theater," fried fish sandwiches, ever popular baked fish dinners after 3pm, and plenty of side dishes.",,(724) 938-9283,,,,False,True,,True,,40.067488,-79.889763,,,,,,,,,,,,
True,"St. Camilus, Neshannock Township Stewardship Ministry's Fish Fry",Church,"314 West Englewood Avenue, New Castle, Pennsylvania 16105, United States",,Wednesday Mar 6 from 11:00 AM to 6:00 PM,"Takeout offered; call 724-652-9471, ext. 20.// ",,"Menu: baked and deep-fried fish; cole slaw; green beans; applesauce; french fries; pierogies; macaroni and cheese; dessert, drinks. Cost is $12 for adults, $6 for child; $7 sandwich, served with french fries or macaroni and cheese. Pasta fagioli is offered for takeout, with cost of $6 a quart. Takeout offered; call 724-652-9471, ext. 20.",,724-652-9471,,,True,,True,True,True,,41.027391,-80.355885,,,,,,,,,,,,
False,St. Bartholomew,Church,"111 Erhardt Dr, Penn Hills, PA 15235",www.stbartsparish.com/,"Friday Apr 5 from 4:30 PM to 7:00 PM, Friday Mar 8 from 4:30 PM to 7:00 PM, Friday Apr 12 from 4:30 PM to 7:00 PM, Friday Mar 22 from 4:30 PM to 7:00 PM, Friday Mar 29 from 4:30 PM to 7:00 PM, Friday Mar 15 from 4:30 PM to 7:00 PM",,,"Variety of choices available, including baked, breaded or battered fish, jumbo shrimp, crab cakes, pierogies, haluski, macaroni and cheese, personal cheese pizza, french fries and breadsticks.",The Fish Fry is in the school cafeteria.,412-242-2511,,False,,False,False,,False,217,40.46448,-79.84085,,,,,,,,,,,,
True,Holy Family (Creighton) - lunch only,Church,"787 Freeport Rd., Creighton, PA 15030",https://www.holyfamilyparishpa.com,"Friday Mar 15 from 11:00 AM to 2:00 PM, Friday Mar 22 from 11:00 AM to 2:00 PM, Friday Mar 29 from 11:00 AM to 2:00 PM, Friday Apr 5 from 11:00 AM to 2:00 PM, Friday Apr 12 from 11:00 AM to 2:00 PM, Friday Mar 8 from 11:00 AM to 2:00 PM",,https://www.facebook.com/HolyFamilyCCD/photos/pcb.1136838509831776/1136837326498561/?type=3&theater,"Menu: baked or fried fish dinner, with choice of three sides, $10; light lunch, includes  1/2  piece of fish on sandwich bun, choice of two sides, $5; baked or fried fish sandwich, $7; baked or fried fish on a dish, $6; homemade pierogies, $2.50 for three or $10 a dozen; homemade soup, $3.50 a cup. Side choices include: french fries; cole slaw; haluski; stewed tomatoes; macaroni and cheese; applesauce. Takeout and delivery offered. Call 724-224-8342 or fax 724-224-0609. Please call to verify receipt of fax orders. Limited delivery area. Minimum order of $20 for delivery. For information, call 724-224-1626, Monday-Thursday.",,724-224-8342,,True,True,False,True,,True,,40.58093,-79.779311,,,,,,,,,,,,
True,"Our Lady of Peace, Conway - Every other Friday of Lent",Church,"1000 Third Ave. Conway, PA",,"Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 11:30 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday May 3 from 11:00 AM to 11:00 AM",,,,,724-869-5723,,,True,,True,True,True,,40.660245,-80.236547,,,,,,,,,,,,
True,St. Elias Byzantine,Church,"4200 Homestead-Duquesne Road, Munhall, PA 15120",http://steliasmunhallpa.weebly.com/lenten-kitchen.html,"Friday Mar 8 from 11:30 AM to 6:00 PM, Friday Mar 15 from 11:30 AM to 6:00 PM, Friday Mar 22 from 11:30 AM to 6:00 PM, Friday Mar 29 from 11:30 AM to 6:00 PM, Friday Apr 5 from 11:30 AM to 6:00 PM, Friday Apr 12 from 11:30 AM to 6:00 PM",11th Annual LENTEN KITCHEN and Bake Sale,https://steliasmunhallpa.weebly.com/lenten-kitchen.html,See menu on website. Voted GOLD under Best Ethnic category by Tribune Review South Readers.,,412-461-1712,,,True,False,True,,True,,40.383301,-79.895522,,,,,,,,,,,,
True,"St. Maurice, Forest Hills",Church,"2001 Ardmore Blvd. Forest Hill, PA",http://stmauriceparish.org/church/,"Friday Mar 8 from 3:00 PM to 7:00 PM, Friday Mar 15 from 3:00 PM to 7:00 PM, Friday Mar 22 from 3:00 PM to 7:00 PM, Friday Mar 29 from 3:00 PM to 7:00 PM, Friday Apr 5 from 3:00 PM to 7:00 PM, Friday Apr 12 from 3:00 PM to 7:00 PM, Friday Apr 19 from 3:00 PM to 7:00 PM",Potato cheese and sauerkraut pierogies are only sold frozen by the dozen.,,"Fried and baked fish, shrimp, coleslaw, mac & cheese, haluski, French fries, pizza, sandwiches, and pasta. Eat-in or take-out orders. Potato & cheese and sauerkraut pierogis are available for purchase by the dozen for takeout only.",The fish fry will be in Keane Hall,412-723-1200,,True,True,False,False,,True,,40.421684,-79.851328,,,,,,,,,,,,
False,Unionville Methodist Church,Church,"1297 PA-68, Rochester, PA 15074",http://unionvilleumc.org/,"Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Apr 19 from 3:00 PM to 6:00 PM",,,See page 26: http://unionvilleumc.org/Newsletter_Page_Site/Newsletter_Page_Frameset.htm,,xxx-xxx-xxxx,,,True,,False,,False,288,40.746226,-80.206967,,,,,,,,,,,,
True,St. Mary of the Assumption (Glenshaw),Church,"2510 Middle Road, Glenshaw, PA 15116",http://www.stmaryglenshaw.org/,"Friday Mar 8 from 4:30 PM to 7:00 PM, Friday Mar 15 from 4:30 PM to 7:00 PM, Friday Mar 22 from 4:30 PM to 7:00 PM, Friday Mar 29 from 4:30 PM to 7:00 PM, Friday Apr 5 from 4:30 PM to 7:00 PM, Friday Apr 12 from 4:30 PM to 7:00 PM",,http://www.stmaryglenshaw.org/fish-fry/,"Adults & Seniors get a choice of fried or baked fish, three sides (choose from corn, green beans, baked potato, macaroni & cheese, coleslaw, or applesauce), dessert, and beverage

Children get a choice of fried fish, baked fish, or pizza, two sides (choose from corn, green beans, macaroni & cheese, coleslaw, or applesauce), dessert, and beverage

A la carte available, also.",Marian Hall,412-684-1112,,,True,,False,,True,,40.554213,-79.932372,,,,,,,,,,,,
False,Trough Creek Valley VFD,Fire Department,"103 Seminary Street, Cassville, Pennsylvania 16623, United States",https://www.facebook.com/TCV21/,,"Baked or fried fish, potato, tomatoes, Mac & cheese, drink and dessert, all for just $10.00 ( child's $5.00)./Eat in or take out/4:00-6:30/Bring a friend~tell a neighbor",,,,,,,,,False,,False,,40.292744,-78.025453,,,,,,,,,,,,
True,Moon Township VFC,Fire Department,"1000 Beaver Grade Road, Moon Township, PA 15108",http://moontwpfire.com,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 4:00 PM to 7:00 PM","The Moon Township Volunteer Fire Company has added an Ash Wednesday fish fry to the line up this year! Wednesday, March 6 from 4:00 to 7:00 p.m. will be TAKE OUT ONLY at the Public Safety Building, 1000 Beaver Grade Road. See the attached menu and call 412-262-5006 to place your order. The regular Friday fish fry starts on Friday, March 8 from 11:00 a.m. to 8:00 p.m. through April 19. Both take out and sit-down dinners will be available. Hope to see you there!",https://www.facebook.com/MoonTownship/photos/pcb.2165629880195247/2165943666830535/?type=3&theater,"Menu items--all dinners include Fries and our special firehouse recipe Coleslaw--Fish Dinner, Chicken Dinner, Shrimp Dinner, Fish Sandwich",,412-262-5006,,False,True,False,False,,True,,40.504618,-80.208152,,,,,,,,,,,,
True,Imperial VFD,Fire Department,"111 Pine Street, Imperial, Pennsylvania 15126, United States",http://imperialvfd.org/fishfry2019.html,"Wednesday Mar 6 from 10:00 AM to 7:00 PM, Friday Mar 8 from 10:00 AM to 7:00 PM, Friday Mar 15 from 10:00 AM to 7:00 PM, Friday Mar 22 from 10:00 AM to 7:00 PM, Friday Mar 29 from 10:00 AM to 7:00 PM, Friday Apr 5 from 10:00 AM to 7:00 PM, Friday Apr 12 from 10:00 AM to 7:00 PM, Friday Apr 19 from 10:00 AM to 7:00 PM",Delivery Available,http://imperialvfd.org/fishfry2019.html,"#1 Small Fish Sandwich (One 9oz Cod filet) $7; #2 Small Fish Dinner (Small Fish Sandwich, Fries & Coleslaw) $10; #3 Large Fish Sandwich (Two 9oz Cod filets) $11;  #4 Large Fish Dinner (Large Fish Sandwich, Fries & Coleslaw) $14; #5 Shrimp (6) - Fried, Steamed or Cold $6; #6 Shrimp Dinner (6 Shrimp, Fries & Coleslaw)	$10; #7 Fresh Cut French Fries $3; #8 Homemade Mac & Cheese $3; #9 Pierogies (6)	$5; #10	Homemade Cole Slaw $2; #11	Can of Pop, Bottle of Water or Coffee $1.",,724-695-8845,,False,True,False,True,True,True,,40.451553,-80.24675,,,,,,,,,,,,
True,Epiphany (Uptown),Church,"164 Washington Place Pittsburgh, Pa. 15219",https://epiphanychurch.net,"Wednesday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM",Free parking available. Takeout only available by calling ahead.,https://epiphanychurch.net/fish-fry/,"Deep-fried or Baked Fish Sandwich on bun - $9.00
Crab Cakes (2) - $6.00
Jumbo Shrimp (6) - $7.00

Pierogies: (a Potato-Cheese blend)
3 Pierogies: with or without onions - $3.00
6 Pierogies: with or without onions - $6.00
12 Pierogies: with or without onions - $12.00

Sides:
French Fries - $2.00
Cole Slaw - $2.00
Clam Chowder (New England Style) - $3.00
Assorted Desserts - $1.00-$2.00
Cheese or extra bun or extra Condiments - $1.00",McDowell Hall, beneath church,412-471-1008,,,,False,True,,True,,40.439768,-79.990649,,,,,,,,,,,
False,"Our Lady of Grace, Scott Township",Church,"310 Kane Blvd. Scott Township, PA",http://www.olgscott.org/,"Friday Mar 15 from 4:30 PM to 7:00 PM, Friday Mar 22 from 4:30 PM to 7:00 PM, Friday Mar 29 from 4:30 PM to 7:00 PM, Friday Apr 5 from 4:30 PM to 7:00 PM, Friday Apr 12 from 4:30 PM to 7:00 PM",,,,Conroy Hall (school),412-200-2694,,,True,,False,,False,,40.373327,-80.08519,,,,,,,,,,,,
True,Elwood's Pub,Restaurant,"163 Little Deer Creek Rd., Rural Ridge, PA",,,,https://elwoodspub.com/lent-menu/,,,724-265-1181,,,,True,,,True,,40.589245,-79.827979,,,,,,,,,,,,
True,Lowber VFD ,Unsure / N/A,"Cherry Ridge Ln, Lowber, Pennsylvania 15660, United States",https://www.facebook.com/lvfc16/,"Wednesday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM",,https://www.facebook.com/lvfc16/photos/pcb.1154356881404333/1154356768071011/?type=3&theater,,,7244469978,,,True,,True,,True,,40.2446539552599,-79.7714392287605,,,,,,,,,,,,
False,Bulldog Pub,Restaurant,"1818 Morningside Ave. Pittsburgh, PA 15206",https://www.facebook.com/BulldogPubPGH/,"Friday Mar 8 from 12:00 PM to 8:00 PM, Friday Mar 15 from 12:00 PM to 8:00 PM, Friday Mar 22 from 12:00 PM to 8:00 PM, Friday Mar 29 from 12:00 PM to 8:00 PM, Friday Apr 5 from 12:00 PM to 8:00 PM, Friday Apr 12 from 12:00 PM to 8:00 PM, Friday Apr 19 from 12:00 PM to 8:00 PM",,,,,412-404-2775,,,True,True,True,,False,,40.486705,-79.92653,,,,,,,,,,,,
True,St. Nicholas Serbian Orthodox,Church,"2110 Haymaker Road, Monroeville, PA",http://www.stnicholasmonroeville.org/,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 4:00 PM to 7:00 PM",Klub Karadjordje fish fry 4-7 every Friday during Lent. Fish Fry Cake Table.,,,,412-372-9895,,False,True,False,False,True,True,,40.404933,-79.756456,,,,,,,,,,,,
False,Fayette City VFC,Fire Department,"340 Second Street, Fayette City, PA 15438",,,,,,,xxx-xxx-xxxx,,,,,,,False,128,40.098682,-79.839722,,,,,,,,,,,,
False,Elizabeth United Methodist Church,Church,"317 South Second Avenue, Elizabeth, Pennsylvania 15037, United States",,,When: Fridays in Lent Except Good Friday/Times: Lunch is from 11:00 am - 1:00 pm & Dinner is from 4:00 pm - 7:00 pm/,,"Available items include a Fish Dinner, Shrimp Dinner, Combo Dinner, or Crab Cake Dinner at $11 or smaller portion at $9. All dinners include one side dish, coleslaw, roll, cake, & beverage. Fish sandwiches are $8, Fish or Shrimp on a Dish is $7, Crab cake is $4, Clam Chowder is $3, Mac & Cheese, Haluski, Coleslaw, or French Fries are $2 each. Cake is $1. Dine in beverages are free.
",church's social hall,(412) 384-7050,,,True,,True,,False,,40.271121,-79.888332,,,,,,,,,,,,
False,Our Lady of Lourdes,Church,"1109 Main St. Burgettstown, PA",www.facebook.com/ololburgettstown,,"For information, call 724-947-5076 or 724-947-3363, or visit www.facebook.com/ololburgettstown.",,"Menu features fried and baked fish, crab cakes, fried shrimp, pierogies, cabbage and noodles, macaroni and cheese, french fries, hush puppies, soup of the day and homemade desserts. Cost: dinner, $10-$11; child, $5; sandwich, $8. Takeout available; call 724-947-5076. ",,724-947-5076 or 724-947-3363,,,True,,,True,False,,40.373218,-80.389857,,,,,,,,,,,,
False,St Michael Parish,Church,"1221 National Road, Wheeling, Wv",stmikesparishschool.org,"Wednesday Mar 6 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM",,,"Baked Fish Dinner - 7 Six Piece Shrimp Dinner - 7 Fish Dinner - 7 Includes Two Sides and a Roll. Side Dishes include French Fries - 1 Green Beans - 1 Mac and Cheese - 1 Cole Slaw - 1 Baked Potato - 1 There are also a la carte items including pizza - 2 and grilled cheese - 2. Soda, bottled water, and coffee - 1. ",,304-242-1560 takeout,,False,True,False,False,,False,273,40.073288,-80.683142,,,,,,,,,,,,
True,"St. Ann, Waynesburg",Church,"232 E. High St. Waynesburg, PA",https://www.facebook.com/stannchurchwbg/photos/pb.1813413848884489.-2207520000.1551463256./2732690800290118/?type=3&theater,"Friday Mar 8 from 11:30 AM to 1:00 PM, Friday Mar 8 from 4:30 PM to 7:00 PM, Friday Mar 15 from 11:30 AM to 1:00 PM, Friday Mar 15 from 4:30 PM to 7:00 PM, Friday Mar 22 from 11:30 AM to 1:00 PM, Friday Mar 22 from 4:30 PM to 7:00 PM, Friday Mar 29 from 11:30 AM to 1:00 PM, Friday Mar 29 from 4:30 PM to 7:00 PM, Friday Apr 5 from 11:30 AM to 1:00 PM, Friday Apr 5 from 4:30 PM to 7:00 PM, Friday Apr 12 from 11:30 AM to 1:00 PM, Friday Apr 12 from 4:30 PM to 7:00 PM, Friday Apr 19 from 11:30 AM to 1:00 PM",Phone orders accepted after 9:30 a.m. Fridays.  We can deliver lunches. ,https://www.facebook.com/stannchurchwbg/photos/pb.1813413848884489.-2207520000.1551463256./2732690800290118/?type=3&theater,"Lunch menu: cod fish sandwich, french fries and cole slaw, $7 for adults, $5 for seniors/students; cod fish sandwich only, $5; shrimp sandwich, with french fries and cole slaw, $8.50 for adults, $7.50 for seniors/students. Beverages included if dining-in. Good-will donation for pasta fagiole soup, with proceeds benefiting Heart and Sole Program. Lunch phone orders accepted starting at 9:30 a.m., with pick-up available at 11:30 a.m., call 724-627-7568, option 5. Delivery available for lunch. Dinner menu: fried or baked cod fish dinner, $9 for adults, $7 for seniors/students; shrimp (6) dinner, $9.50 for adults, $7.50 for seniors/students; sandwich only, $6; All dinners include french fries, cole slaw, roll, drink and dessert. Weekly specials: shrimp (6) (no dinner), $4.50; potato filled pierogies (3), with onions, $3; bake potato, 50 cents added to dinner price; haluski (when available), good-will donation accepted; pasta fagiole soup, good-will donation accepted for parish's Heart and Sole program. Takeout offered for both lunch and dinner.

 ",,724-627-7568 EXT.5,,,True,,True,,True,,39.896451,-80.183427,,,,,,,,,,,,
